verdict	name	status	timed_out	stdout_path	stderr_path	tstout_path
xfail	alias	1	false	target/parity/alias-after-alias-fix/alias.stdout	target/parity/alias-after-alias-fix/alias.stderr	/tmp/cupid-bashtst-549650-alias-1778858451856196901.out
